"","rank","title","revenue","ceo","position","sector","industry","hq","years","employees","sex","sexCoef","sexPred1","sexPred2"
"904",904,"Texas Roadhouse",2219.5,"W. Kent Taylor","Chairman & Chief Executive Officer","Hotels, Restaurants & Leisure","Food Services","Louisville, Ky.",1,355,"M",0,0.167383904536681,0.265897140286073
"905",905,"Kirby",2214.4,"David W. Grzebinski","President, Chief Executive Officer & Director","Transportation","Shipping","Houston",1,529,"M",0,-4.88275468044689e-05,0.999999605705022
"906",906,"Square",2214.3,"Jack Dorsey","Chairman, President & Chief Executive Officer","Business Services","Financial Data Services","San Francisco",1,250,"M",0,0.000621917844159428,1
"907",907,"Genesee & Wyoming",2208,"John C. Hellmann","Chairman, President & Chief Executive Officer","Transportation","Railroads","Darien, Conn.",1,668,"M",0,0.000858864703401713,0.998061640832143
"908",908,"Zayo Group Holdings",2199.8,"Daniel P. Caruso","Chairman & Chief Executive Officer","Telecommunications","Telecommunications","Boulder, Colo.",1,385,"M",0,0.000670014906519532,1
"909",909,"NewMarket",2198.4,"Thomas E. Gottwald","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Richmond, Va.",1,241,"M",0,0.000669713953178119,0.999999999988
"910",910,"99 Cents Only Stores",2194.1,"Jack L. Sinclair","Chief Executive Officer","Retailing","Specialty Retailers: Other","Commerce, Calif.",1,190,"M",0,0.0675402081169836,0.379815240295987
"911",911,"PCM",2193.4,"Frank F. Khulusi","Chairman & Chief Executive Officer","Wholesalers","Wholesalers: Electronics and Office Equipment","El Segundo, Calif.",1,444,"M",0,0.00103389687298067,0.999999999833207
"912",912,"Federated Mutual Insurance",2180.9,"Jeffrey E. Fetters","Chairman & Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","Owatonna, Minn.",1,252,"M",0,0.000758175556040943,2.22044604925031e-16
"913",913,"HNI",2175.9,"Jeffrey D. Lorenger","Chairman, President & Chief Executive Officer","Household Products","Home Equipment, Furnishings","Muscatine, Iowa",1,717,"M",0,0.0915930687783772,0.99999008692946
"914",914,"Hospitality Properties Trust",2171.9,"John G. Murray","President, Chief Executive Officer & Director","Financials","Real estate","Newton, Mass.",1,495,"M",0,0.0459629989466833,0.972214774628221
"915",915,"Greenbrier Cos.",2169.2,"William A. Furman","Chairman, President & Chief Executive Officer","Transportation","Transportation Equipment","Lake Oswego, Ore.",1,79,"M",0,0.000667850008924746,0.99999999999653
"916",916,"Bio-Rad Laboratories",2160.2,"Norman A. Schwartz","Chairman, President & Chief Executive Officer","Health Care","Scientific,Photographic and  Control Equipment","Hercules, Calif.",1,672,"M",0,-7.0680440666937e-14,2.22044604925031e-16
"917",917,"AvalonBay Communities",2158.6,"Timothy J. Naughton","Chairman, President & Chief Executive Officer","Financials","Real estate","Arlington, Va.",1,360,"M",0,0.0459697824297989,0.972551399481389
"918",918,"Renewable Energy Group",2158.2,"Randolph L. Howard","President, Chief Executive Officer & Director","Energy","Energy","Ames, Iowa",1,700,"M",0,0.00074341483256404,1
"919",919,"Atlas Air Worldwide Holdings",2156.5,"William J. Flynn","President, Chief Executive Officer & Director","Transportation","Transportation and Logistics","Purchase, N.Y.",1,270,"M",0,0.000775441554971045,0.99999999999745
"920",920,"Teradata",2156,"Victor L. Lund","President, Chief Executive Officer & Director","Technology","Information Technology Services","Dayton, Ohio",1,49,"M",0,0.0632764527680643,0.999326168287532
"921",921,"LCI Industries",2147.8,"Jason D. Lippert","Chairman & Chief Executive Officer","Motor Vehicles & Parts","Motor Vehicles and Parts","Elkhart, Ind.",1,727,"M",0,0.0532725860461335,0.990950588427926
"922",922,"Teleflex",2146.3,"Liam J. Kelly","President, Chief Executive Officer & Director","Health Care","Medical Products and Equipment","Wayne, Pa.",1,138,"M",0,0.000682406292268139,1
"923",923,"Verisk Analytics",2145.2,"Scott G. Stephenson","Chairman, President & Chief Executive Officer","Business Services","Financial Data Services","Jersey City, N.J.",1,623,"M",0,0.000660472757266032,1
"924",924,"Popular",2145.1,"Ignacio Alvarez","President, Chief Executive Officer & Director","Financials","Commercial Banks","Hato Rey, Puerto Rico",1,643,"M",0,0.120861656355981,0.600341823488677
"925",925,"Workday",2143.1,"Aneel Bhusri","Chief Executive Officer & Director","Technology","Computer Software","Pleasanton, Calif.",1,674,"M",0,0.0773638409258986,0.99982208300776
"926",926,"Cooper Cos.",2139,"Albert G. White III","President, Chief Executive Officer & Director","Health Care","Medical Products and Equipment","Pleasanton, Calif.",1,75,"M",0,0.000691642691296315,1
"927",927,"Express",2138,"David G. Kornberg","President, Chief Executive Officer & Director","Retailing","Specialty Retailers: Apparel","Columbus, Ohio",1,723,"M",0,0.300638461478863,2.22044604925031e-16
"928",928,"Teradyne",2136.6,"Mark E. Jagiela","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","North Reading, Mass.",1,459,"M",0,0.0441844002229065,0.99870128076697
"929",929,"Werner Enterprises",2116.7,"Derek J. Leathers","President, Chief Executive Officer & Director","Transportation","Trucking, Truck Leasing","Omaha",1,86,"M",0,0.0914841099481703,0.99862437828512
"930",930,"Oaktree Capital Group",2100.2,"Jay S. Wintrob","Chairman & Chief Executive Officer","Financials","Securities","Los Angeles",1,737,"M",0,0.05063126113966,0.974075933169657
"931",931,"Woodward",2098.7,"Thomas A. Gendron","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Fort Collins, Colo.",1,590,"M",0,0.160724558099128,1
"933",933,"Valvoline",2084,"Samuel J. Mitchell Jr.","Chairman & Chief Executive Officer","Chemicals","Chemicals","Lexington, Ky.",1,527,"M",0,0.000723834785611707,0.999999999989136
"934",934,"Roadrunner Transportation Systems",2082.2,"Curtis W. Stoelting","Chief Executive Officer & Director","Transportation","Trucking, Truck Leasing","Downers Grove, Ill.",1,465,"M",0,0.0914951890782723,0.998650896281973
"935",935,"SemGroup",2081.9,"Carlin G. Conner","President, Chief Executive Officer & Director","Energy","Pipelines","Tulsa, Okla.",1,10,"M",0,0.000868320625336529,6.88591351449508e-06
"936",936,"Catalent",2075.4,"John R. Chiminski","Chairman, President & Chief Executive Officer","Health Care","Pharmaceuticals","Somerset, N.J.",1,54,"M",0,0.0010910256774514,2.22044604925031e-16
"937",937,"Quorum Health",2072.2,"Robert H. Fish","President, Chief Executive Officer & Director","Health Care","Health Care: Medical Facilities","Brentwood, Tenn.",1,62,"M",0,0.0842669569547225,8.45770057131214e-05
"938",938,"Universal",2071.2,"George C. Freeman III","Chairman, President & Chief Executive Officer","Food, Beverages & Tobacco","Tobacco","Richmond, Va.",1,313,"M",0,0.00075820812973587,2.22044604925031e-16
"939",939,"Nordson",2067,"Michael F. Hilton","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Westlake, Ohio",1,632,"M",0,0.0376001554571612,0.895212651920701
"940",940,"ResMed",2066.7,"Michael J. Farrell","Chief Executive Officer & Director","Health Care","Medical Products and Equipment","San Diego",1,566,"M",0,0.000723110866774065,1
"941",941,"Tower International",2066,"James C. Gouin","Chief Executive Officer & Director","Motor Vehicles & Parts","Motor Vehicles and Parts","Livonia, Mich.",1,635,"M",0,0.0533179354697926,0.991676500212026
"942",942,"Fred’s",2063.5,"Joseph M. Anto","Interim Chief Executive Officer & Director","Food & Drug Stores","Food and Drug Stores","Memphis",1,628,"M",0,0.000724697332978561,0.999999999934014
"943",943,"Foundation Building Materials",2060.9,"Ruben D. Mendoza","President, Chief Executive Officer & Director","Wholesalers","Wholesalers: Diversified","Tustin, Calif.",1,383,"M",0,0.0841145498038944,0.990519989763826
"944",944,"Kennametal",2058.4,"Christopher Rossi","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Pittsburgh",1,53,"M",0,0.0376117106049537,0.897298434620042
"945",945,"Autodesk",2056.6,"Andrew Anagnost","President, Chief Executive Officer & Director","Technology","Computer Software","San Rafael, Calif.",1,690,"M",0,0.077409103967969,0.999836385031513
"946",946,"Ply Gem Holdings",2056.3,"Gary E. Robinette","Chairman, President & Chief Executive Officer","Materials","Building Materials, Glass","Cary, N.C.",1,721,"M",0,0.0839042914687725,0.991028542078918
"947",947,"Central Garden & Pet",2054.5,"George C. Roeth","President, Chief Executive Officer & Director","Household Products","Household and Personal Products","Walnut Creek, Calif.",1,442,"M",0,0.215101039954584,0.997906966237971
"948",948,"Matson",2046.9,"Matthew J. Cox","Chairman & Chief Executive Officer","Transportation","Shipping","Honolulu",1,35,"M",0,4.88275468064955e-05,0.999999671414143
"949",949,"EchoStar",2039,"Michael T. Dugan","President, Chief Executive Officer & Director","Technology","Network and Other Communications Equipment","Englewood, Colo.",1,238,"M",0,0.000821630934940463,0.999999999963802
"950",950,"Genesis Energy",2028.4,"Grant E. Sims","Chairman & Chief Executive Officer","Energy","Pipelines","Houston",1,238,"M",0,0.000902476968712881,7.34214207195214e-06
"951",951,"SVB Financial Group",2022.4,"Gregory W. Becker","President, Chief Executive Officer & Director","Financials","Commercial Banks","Santa Clara, Calif.",1,254,"M",0,0.120922652566837,0.626999900154014
"952",952,"Itron",2018.2,"Philip C. Mezey","President, Chief Executive Officer & Director","Industrials","Electronics, Electrical Equip.","Liberty Lake, Wash.",1,621,"M",0,0.000751016004242756,1
"953",953,"Portland General Electric",2009,"Maria M. Pope","President, Chief Executive Officer & Director","Energy","Utilities: Gas and Electric","Portland, Ore.",1,272,"F",1,0.243458878979488,0.00110144548334911
"954",954,"California Resources",2006,"Todd A. Stevens","President, Chief Executive Officer & Director","Energy","Mining, Crude-Oil Production","Los Angeles",1,18,"M",0,0.0463048621772833,0.000247046080575175
"955",955,"Esterline Technologies",2005.3,"Curtis C. Reusser","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Bellevue, Wash.",1,113,"M",0,0.160779064891851,1
"956",956,"Delta Tucker Holdings",2004.4,"George Krivo","Chairman & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","McLean, Va.",1,690,"M",0,0.16078139099224,1
"957",957,"AMN Healthcare Services",1988.5,"Susan R. Salka","President, Chief Executive Officer & Director","Health Care","Health Care: Pharmacy and Other Services","San Diego",1,274,"F",1,0.154340787683665,0.0357903618190252
"958",958,"Griffon",1985.9,"Ronald J. Kramer","Chairman & Chief Executive Officer","Materials","Building Materials, Glass","New York City",1,466,"M",0,0.0839311092813787,0.991447002663235
"959",959,"Valhi",1980,"Robert D. Graham","Vice Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Dallas",1,268,"M",0,0.000782832043372178,0.999999999990266
"960",960,"Hexcel",1973.3,"Nick L. Stanage","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Stamford, Conn.",1,574,"M",0,0.160790189969606,1
"961",961,"IDEXX Laboratories",1969.1,"Jonathan W. Ayers","Chairman, President & Chief Executive Officer","Health Care","Medical Products and Equipment","Westbrook, Maine",1,635,"M",0,0.000770512542806977,1
"962",962,"Deluxe",1965.6,"Lee J. Schram","Chairman & Chief Executive Officer","Media","Publishing, Printing","Shoreview, Minn.",1,531,"M",0,0.000759218682680472,1
"964",964,"Kraton",1960.4,"Kevin M. Fogarty","President, Chief Executive Officer & Director","Chemicals","Chemicals","Houston",1,34,"M",0,0.00079418502148914,0.999999999990471
"965",965,"Stewart Information Services",1955.7,"Matthew W. Morris","Chairman & Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","Houston",1,535,"M",0,0.0366676106014906,0.0721728255429233
"966",966,"Marriott Vacations Worldwide",1951.9,"Stephen P. Weisz","President, Chief Executive Officer & Director","Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts","Orlando",1,58,"M",0,0.000834406225316201,2.22044604925031e-16
"967",967,"SPX FLOW",1951.5,"Marcus G. Michael","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Charlotte, N.C.",1,615,"M",0,0.0376636266388037,0.905775038297774
"968",968,"ACCO Brands",1948.8,"Boris Y. Elisman","Chairman, President & Chief Executive Officer","Household Products","Home Equipment, Furnishings","Lake Zurich, Ill.",1,582,"M",0,0.0917177401784576,0.999992137221468
"969",969,"Echo Global Logistics",1943.1,"Douglas R. Waggoner","Chairman & Chief Executive Officer","Transportation","Transportation and Logistics","Chicago",1,255,"M",0,0.000888651540472148,0.999999999997933
"971",971,"Nuance Communications",1939.4,"Mark D. Benjamin","Chairman & Chief Executive Officer","Technology","Computer Software","Burlington, Mass.",1,71,"M",0,0.0774678586221189,0.999853194004329
"972",972,"Finish Line",1934.1,"Samuel M. Sato","Chairman & Chief Executive Officer","Retailing","Specialty Retailers: Apparel","Indianapolis",1,674,"M",0,0.300740132857727,2.22044604925031e-16
"973",973,"TransUnion",1933.8,"James M. Peck","President, Chief Executive Officer & Director","Business Services","Financial Data Services","Chicago",1,512,"M",0,0.000773719500889953,1
"974",974,"ServiceNow",1933,"John J. Donahoe","President, Chief Executive Officer & Director","Technology","Computer Software","Santa Clara, Calif.",1,572,"M",0,0.0774747689207582,0.999855136058818
"975",975,"Summit Materials",1932.6,"Thomas W. Hill","President, Chief Executive Officer & Director","Materials","Building Materials, Glass","Denver",1,565,"M",0,0.0839699545836556,0.992048595289988
"976",976,"Engility Holdings",1931.9,"Lynn A. Dugle","Chairman, President & Chief Executive Officer","Aerospace & Defense","Aerospace and Defense","Chantilly, Va.",1,685,"F",1,0.16082691134117,1
"977",977,"Ferrellgas Partners",1930.3,"James E. Ferrell","Chairman & Interim Chief Executive Officer","Energy","Energy","Overland Park, Kans.",1,391,"M",0,0.000877442095571751,1
"978",978,"Interactive Brokers Group",1927,"Thomas P. Peterffy","Chairman & Chief Executive Officer","Financials","Securities","Greenwich, Conn.",1,11,"M",0,0.0507405246803415,0.978780376927765
"979",979,"Stepan",1925,"F. Quinn Stepan Jr.","Chairman, President & Chief Executive Officer","Chemicals","Chemicals","Northfield, Ill.",1,237,"M",0,0.000828674025876993,0.999999999991081
"980",980,"Oceaneering International",1921.5,"Roderick A. Larson","President, Chief Executive Officer & Director","Energy","Oil and Gas Equipment, Services","Houston",1,674,"M",0,0.00065184077099686,2.22044604925031e-16
"981",981,"Cimarex Energy",1918.2,"Thomas E. Jorden","Chairman, President & Chief Executive Officer","Energy","Mining, Crude-Oil Production","Denver",1,734,"M",0,0.0463664998173827,0.000277545667783305
"982",982,"Rexnord",1918.2,"Todd A. Adams","President, Chief Executive Officer & Director","Industrials","Industrial Machinery","Milwaukee",1,668,"M",0,0.0376981542392205,0.911295201183038
"983",983,"Beazer Homes USA",1916.3,"Allan P. Merrill","President, Chief Executive Officer & Director","Engineering & Construction","Homebuilders","Atlanta",1,5,"M",0,0.167532163030001,0.976674950760449
"984",984,"MKS Instruments",1916,"Gerald G. Colella","President, Chief Executive Officer & Director","Technology","Semiconductors and Other Electronic Components","Andover, Mass.",1,473,"M",0,0.0443115337284302,0.998975180335615
